iter	Logloss
144	0.3795701458
145	0.3790588607
146	0.378789217
147	0.3783659637
148	0.3779444895
149	0.3775546687
150	0.3770279565
151	0.3766312513
152	0.3762584347
153	0.3759009538
154	0.375384705
155	0.3750634999
156	0.3746212104
157	0.3742593388
158	0.373830316
159	0.3733923827
160	0.3729489356
161	0.3726416005
162	0.3723088418
163	0.3718332405
164	0.3713337795
165	0.3708337766
166	0.3705927176
167	0.3702338649
168	0.3699128071
169	0.3695220087
170	0.3692155829
171	0.3688798449
172	0.3683988593
173	0.367975155
174	0.3676636155
175	0.367403608
176	0.3671683855
177	0.3668605113
178	0.366508904
179	0.3661892545
180	0.3658124212
181	0.3655367977
182	0.3651334634
183	0.3647811995
184	0.3644919208
185	0.3639073638
186	0.3635194359
187	0.3631124895
188	0.3628082271
189	0.3624529011
190	0.3621585838
191	0.3619003805
192	0.3615736256
193	0.3612144786
194	0.3608959056
195	0.3605699091
196	0.360257193
197	0.3599003252
198	0.3594262673
199	0.3590514289
200	0.3587373505
201	0.3583933645
202	0.3581402148
203	0.3578571166
204	0.357597717
205	0.3573586016
206	0.3569239853
207	0.3565341541
208	0.356096311
209	0.3557851672
210	0.3554003777
211	0.3549482283
212	0.3545806099
213	0.3542070245
214	0.3539451234
215	0.3535012465
216	0.3530401268
217	0.3525136834
218	0.3521147205
219	0.3515740079
220	0.351230313
221	0.3507783325
222	0.3504452819
223	0.3502467058
224	0.3498032186
225	0.3495031025
226	0.349064486
227	0.3488368452
228	0.3485693603
229	0.3481444096
230	0.3479134757
231	0.3475608188
232	0.3473864554
233	0.3469454682
234	0.3465407813
235	0.3462759495
236	0.345863031
237	0.3455655101
238	0.3454007621
239	0.3451675401
240	0.3447909332
241	0.3445582032
242	0.3441737769
243	0.3438096632
244	0.3435769498
245	0.3432717577
246	0.3429693703
247	0.342743748
248	0.3424874669
249	0.3421958325
250	0.3418006446
251	0.3415016246
252	0.3412430759
253	0.3409208968
254	0.3407041622
255	0.3405531197
256	0.3402856603
257	0.3400029439
258	0.3397404167
259	0.3393392632
260	0.3389911192
261	0.338552278
262	0.3381355276
263	0.3377058734
264	0.3374162322
265	0.3372240387
266	0.33699266
267	0.336657952
268	0.3363989132
269	0.3360380446
270	0.335763744
271	0.3354758004
272	0.3352288381
273	0.3349531684
274	0.334605437
275	0.3342452555
276	0.3338335744
277	0.3337218798
278	0.3334224854
279	0.3330427493
280	0.3327594296
281	0.332548949
282	0.33224655
283	0.3319392891
284	0.3315288596
285	0.3311515916
286	0.3308095926
287	0.3304885971
288	0.3301936078
289	0.3298629147
290	0.3295785999
291	0.3292730921
292	0.3289042786
293	0.3287239016
294	0.3283942158
295	0.3279038615
296	0.3275240726
297	0.3272725688
298	0.3269290274
299	0.326580674
300	0.3263431993
301	0.3261357291
302	0.325919164
303	0.3256606091
304	0.3253750705
305	0.3251306975
306	0.3248424877
307	0.3244206956
308	0.3242627551
309	0.3238378268
310	0.3235997413
311	0.3234085534
312	0.3230651278
313	0.3228119461
314	0.3226223956
315	0.3223017527
316	0.3219671856
317	0.3217034395
318	0.3214460245
319	0.3212137722
320	0.3209235054
321	0.3206017877
322	0.3202105099
323	0.3199829131
324	0.3198502443
325	0.3195132192
326	0.3192914275
327	0.3189384585
328	0.3185264829
329	0.318163611
330	0.3178602963
331	0.3175372769
332	0.3173241814
333	0.3170185008
334	0.3168274368
335	0.3164862965
336	0.3162710601
337	0.3159465096
338	0.3157285304
339	0.3153687472
340	0.3149902624
341	0.3148176929
342	0.3145081323
343	0.3142581308
344	0.3139667056
345	0.3137091413
346	0.3134103244
347	0.3131015619
348	0.3128776427
349	0.312590467
350	0.3123348356
351	0.3120622217
352	0.311722442
353	0.3114356477
354	0.3110800444
355	0.3107695799
356	0.3105788385
357	0.3101790554
358	0.3098642469
359	0.3096431122
360	0.3095076545
361	0.3093145946
362	0.3091458563
363	0.3088639803
364	0.30855624
365	0.3081834149
366	0.3079532693
367	0.3077235141
368	0.3075002014
369	0.3072383356
370	0.3069543511
371	0.3067332931
372	0.3064667453
373	0.306229038
374	0.3060656991
375	0.3058154936
376	0.3057211546
377	0.3054940305
378	0.3052787098
379	0.3050699656
380	0.3048928643
381	0.3046957649
382	0.3044403177
383	0.304279606
384	0.3039752897
385	0.3037937421
386	0.3036643173
387	0.3034539758
388	0.3031747307
389	0.3029655973
390	0.3026514218
391	0.3024362637
392	0.3021444851
393	0.3018889966
394	0.3016539564
395	0.30138565
396	0.3011305619
397	0.3009292888
398	0.3006203439
399	0.3003096654
400	0.3001234062
401	0.2998390954
402	0.2996187988
403	0.2992945813
404	0.2989363466
405	0.2986135894
406	0.2983617414
407	0.2979818587
408	0.2976120029
409	0.2974479856
410	0.29713513
411	0.2967415808
412	0.2965552368
413	0.2963784528
414	0.2962169669
415	0.2958793919
416	0.2956209375
417	0.2953583596
418	0.295046604
419	0.2947279533
420	0.2945673203
421	0.2944406519
422	0.2941232434
423	0.2938382325
424	0.2936664866
425	0.2933839456
426	0.2930875633
427	0.2927717942
428	0.2924111821
429	0.2921530781
430	0.2918587686
431	0.2916591435
432	0.2914353045
433	0.2910352569
434	0.290936051
435	0.290740563
436	0.2904930511
437	0.2902951077
438	0.2900283257
439	0.2898511007
440	0.2895672177
441	0.2890545835
442	0.2887488794
443	0.2885379096
444	0.2883210766
445	0.2880347921
446	0.2877205029
447	0.2875375744
448	0.2873016341
449	0.2870139664
450	0.2867026936
451	0.2865251765
452	0.2861302027
453	0.2859870782
454	0.285715616
455	0.2855030655
456	0.2851643742
457	0.2848164766
458	0.2847165598
459	0.2843891581
460	0.2841639512
461	0.2839014773
462	0.2836184508
463	0.2833899499
464	0.2830906892
465	0.2829107449
466	0.2826201851
467	0.2822909477
468	0.281890298
469	0.2817491545
470	0.2814940007
471	0.2810763058
472	0.2808356492
473	0.2806271306
474	0.2803639855
475	0.2800682026
476	0.279834937
477	0.2795274984
478	0.2792492987
479	0.2789903746
480	0.2787378605
481	0.2786047856
482	0.2782568607
483	0.2781074769
484	0.2777885678
485	0.2773926003
486	0.2770792226
487	0.2768504817
488	0.2765678008
489	0.2763059117
490	0.2760862011
491	0.275875767
492	0.2754821348
493	0.2752251106
494	0.274933295
495	0.2746957555
496	0.2742977014
497	0.2740177602
498	0.2737241242
499	0.2735773437
500	0.2732838033
501	0.2730403639
502	0.272784358
503	0.2724562164
504	0.2720897831
505	0.2717523196
506	0.2715859376
507	0.2713517035
508	0.2710536334
509	0.2708186284
510	0.2705882692
511	0.2703619679
512	0.2702036904
513	0.2700270314
514	0.2697139333
515	0.2694769746
516	0.2692849015
517	0.2691375347
518	0.2689251741
519	0.2687112389
520	0.2684113518
521	0.2681755168
522	0.268072883
523	0.2677810608
524	0.2674613002
525	0.2671651746
526	0.2670161501
527	0.2668312445
528	0.2666185309
529	0.2663627282
530	0.2659391138
531	0.2658164761
532	0.2655473999
533	0.2653276412
534	0.2651309726
535	0.2649788367
536	0.2647247313
537	0.2645052275
538	0.2643444189
539	0.2641828527
540	0.2639584847
541	0.2637501917
542	0.2634542153
543	0.2631302689
544	0.2629582531
545	0.2627604992
546	0.2624000147
547	0.2622558882
548	0.2618608825
549	0.2616236087
550	0.2614446801
551	0.261212339
552	0.2609039971
553	0.2605797667
554	0.2604488838
555	0.2603317287
556	0.2601129022
557	0.2598860475
558	0.2596639892
559	0.2594795752
560	0.2592351341
561	0.2589542336
562	0.2587495198
563	0.2585487491
564	0.258409663
565	0.2582456881
566	0.2580381066
567	0.2578573841
568	0.2576096236
569	0.2573029411
570	0.2570830058
571	0.2569034668
572	0.2566748411
573	0.2564111696
574	0.256227086
575	0.2560189842
576	0.2557462134
577	0.2555754684
578	0.2553561399
579	0.255080501
580	0.2547713996
581	0.2544723795
582	0.2542631277
583	0.2540443768
584	0.2537672814
585	0.2535868554
586	0.2533796004
587	0.253119024
588	0.2529718126
589	0.2527447866
590	0.252363277
591	0.2520536553
592	0.2517902803
593	0.2514993949
594	0.2512454713
595	0.2511248379
596	0.2508113695
597	0.2504880003
598	0.2502961476
599	0.2500646418
600	0.2497914469
601	0.2495448322
602	0.2493111239
603	0.2491175302
604	0.2489616312
605	0.2488933284
606	0.2486414645
607	0.2485602607
608	0.2483278338
609	0.2480840377
610	0.2479022404
611	0.2477328334
612	0.2475154941
613	0.2473542476
614	0.2471578638
615	0.2469233998
616	0.2468259327
617	0.2465966701
618	0.2463560295
619	0.2460883591
620	0.2458777028
621	0.2457079688
622	0.2455947466
623	0.2454368857
624	0.245327061
625	0.2451021878
626	0.2448480919
627	0.2446563334
628	0.2445008132
629	0.2443107952
630	0.2441542627
631	0.2438688845
632	0.2436751027
633	0.2434984104
634	0.2433722452
635	0.2431263977
636	0.2430133835
637	0.2427025649
638	0.2424591062
639	0.242220044
640	0.2419756469
641	0.2417450849
642	0.2415044547
643	0.2413499221
644	0.2411432937
645	0.2409336849
646	0.2406669158
647	0.2403827277
648	0.2402146607
649	0.240018553
650	0.2398478777
651	0.2397362005
652	0.2395081542
653	0.2392944146
654	0.2390632487
655	0.2388698528
656	0.2386716428
657	0.2385295594
658	0.2383170162
659	0.2381340467
660	0.2379925779
661	0.2378369065
662	0.2376265696
663	0.2375049248
664	0.2372782359
665	0.2370570997
666	0.2369183512
667	0.236730025
668	0.2364012199
669	0.2361170744
670	0.2358669612
671	0.2357069065
672	0.2355620457
673	0.2353178082
674	0.2351459215
675	0.234957456
676	0.2347814449
677	0.2345646242
678	0.2342634541
679	0.2340719803
680	0.2338734312
681	0.2337120858
682	0.2334451911
683	0.2333245668
684	0.2332311555
685	0.2329465733
686	0.2327735543
687	0.23262735
688	0.2324486056
689	0.2323017234
690	0.232206234
691	0.2320086167
692	0.2318857091
693	0.231798355
694	0.2315628048
695	0.231516038
696	0.2313425195
697	0.2311986101
698	0.2309775499
699	0.2307716867
700	0.2304644537
701	0.2302473531
702	0.2300599426
703	0.22991035
704	0.2296935814
705	0.2294725109
706	0.2292951648
707	0.2291145177
708	0.2289739263
709	0.2288261517
710	0.2286010739
711	0.2283958851
712	0.2282239954
713	0.2280400316
714	0.2278473292
715	0.2276713363
716	0.2274716879
717	0.2271836806
718	0.2270802165
719	0.2269143026
720	0.2266464013
721	0.2265309556
722	0.226393772
723	0.2261819336
724	0.2260416023
725	0.2258983349
726	0.2257026649
727	0.2255134988
728	0.2253614065
729	0.2252348102
730	0.2250288959
731	0.2249013501
732	0.2247093499
733	0.2244009196
734	0.2242306577
735	0.2240868551
736	0.2240033611
737	0.2237759819
738	0.2236738436
739	0.223491483
740	0.2233306143
741	0.2231296372
742	0.222938646
743	0.2227241317
744	0.2225593398
745	0.2223900337
746	0.2222656685
747	0.2221365432
748	0.222002248
749	0.2218013268
750	0.2216217454
751	0.22141709
752	0.2212050761
753	0.2209902062
754	0.2209029167
755	0.2207280706
756	0.2206151079
757	0.2204325493
758	0.2202435042
759	0.2200912172
760	0.2200175021
761	0.2199153143
762	0.2197501047
763	0.2195689389
764	0.2193302621
765	0.2192126074
766	0.2190862197
767	0.2188892428
768	0.2186075072
769	0.218364014
770	0.218233081
771	0.2181041681
772	0.2179646597
773	0.2177632399
774	0.217644115
775	0.2174491984
776	0.2173346552
777	0.2171448056
778	0.2169661408
779	0.2167887398
780	0.21659793
781	0.2165191493
782	0.2163940352
783	0.216236395
784	0.2160319735
785	0.2158471075
786	0.2156895184
787	0.2155121202
788	0.2152849588
789	0.2151179648
790	0.2149998232
791	0.2148587975
792	0.2147036436
793	0.2145242426
794	0.2143027909
795	0.2141692752
796	0.2139998356
797	0.2138836442
798	0.2137401298
799	0.2135653462
800	0.2133522618
801	0.213209777
802	0.213034982
803	0.2128891808
804	0.2127397846
805	0.2125700278
806	0.2124769534
807	0.2122786249
808	0.2120780083
809	0.2119745186
810	0.2117757536
811	0.2116649676
812	0.2116205387
813	0.2114059459
814	0.2112559346
815	0.2111028401
816	0.2109650015
817	0.2108216614
818	0.210732012
819	0.2106035201
820	0.2104428962
821	0.2103288027
822	0.2100884814
823	0.2098673546
824	0.2096724679
825	0.2094999466
826	0.2093985089
827	0.2092203231
828	0.209165669
829	0.2089978847
830	0.2088919897
831	0.2087737634
832	0.208655638
833	0.2084336821
834	0.2081853749
835	0.2081082777
836	0.208001308
837	0.2078381942
838	0.2077315791
839	0.2075878695
840	0.2074662879
841	0.2073915914
842	0.2072734179
843	0.2071237622
844	0.207044013
845	0.2068636639
846	0.2066912569
847	0.2065803867
848	0.2064355497
849	0.2062858261
850	0.2060926013
851	0.2059942686
852	0.2058455087
853	0.2057738162
854	0.205669157
855	0.2055770649
856	0.2054872437
857	0.2053706794
858	0.2051582055
859	0.2049391176
860	0.2048379348
861	0.2047021233
862	0.2045737203
863	0.2044518987
864	0.2042791733
865	0.2040987324
866	0.204033
867	0.2039182396
868	0.2037493962
869	0.2035238789
870	0.2034280154
871	0.2033009056
872	0.2031936796
873	0.2029937459
874	0.2028765191
875	0.2027553165
876	0.2025839709
877	0.2024397124
878	0.202316561
879	0.2022646856
880	0.2020897399
881	0.2019430926
882	0.2018165037
883	0.2016534105
884	0.2015969903
885	0.2014891342
886	0.2013699606
887	0.2012994807
888	0.2011957431
889	0.2010305234
890	0.2008406996
891	0.2007119769
892	0.2005563066
893	0.200349809
894	0.2002288966
895	0.2000881378
896	0.1998904444
897	0.1997291359
898	0.1995650726
899	0.1994959067
900	0.1993921284
901	0.1992275992
902	0.1990692572
903	0.1989769691
904	0.198767839
905	0.1986284814
906	0.1984872398
907	0.1983869843
908	0.1982316238
909	0.1980972057
910	0.1979854317
911	0.1978724461
912	0.1976536521
913	0.1974800549
914	0.1973442856
915	0.1972283085
916	0.1970903081
917	0.1969394562
918	0.1968305667
919	0.1966899171
920	0.1965563373
921	0.196438398
922	0.1963756534
923	0.1962483837
924	0.1961345616
925	0.1960209518
926	0.1958295983
927	0.1957711081
928	0.1955574751
929	0.1954624453
930	0.1952628626
931	0.1951192159
932	0.1949343492
933	0.1947146945
934	0.1945421968
935	0.1945121233
936	0.1944130661
937	0.1942940528
938	0.1941582769
939	0.1940324918
940	0.1938915077
941	0.1937967657
942	0.1936137309
943	0.1934556908
944	0.1933385365
945	0.1931870909
946	0.1930295352
947	0.192922933
948	0.1927371997
949	0.1925382812
950	0.1924173035
951	0.1922883169
952	0.192147131
953	0.1919955891
954	0.1919095623
955	0.1917326452
956	0.1916449775
957	0.1915366269
958	0.1913856115
959	0.1912162499
960	0.1910842895
961	0.190904861
962	0.1907867233
963	0.1906425297
964	0.1905402034
965	0.1903854155
966	0.1901913557
967	0.1901285806
968	0.1900415861
969	0.1899101306
970	0.1897711798
971	0.1896234548
972	0.1895038138
973	0.189399477
974	0.1892987463
975	0.1892387309
976	0.189140487
977	0.1889544264
978	0.1888104621
979	0.1886656834
980	0.1885761704
981	0.1884552801
982	0.1883092086
983	0.1881570572
984	0.1880119344
985	0.18788971
986	0.1876328458
987	0.1874084675
988	0.1871763296
989	0.1870437451
990	0.186857943
991	0.1867981707
992	0.1866192546
993	0.18649067
994	0.1863177099
995	0.1861746876
996	0.1860976445
997	0.1859704837
998	0.1858543693
999	0.1857079797
